pop1900,pop1910,pop1920,pop1930,pop1940,pop1950,pop1960,pop1970,pop1980,pop1990,"fips","name"
12936,12062,12877,12134,13638,13864,11908,12365,13946,13935,"47181","TN Wayne County"
32546,31929,31053,29262,29498,27962,24227,28827,32896,31972,"47183","TN Weakley County"
14157,15420,15701,15543,15983,16204,15577,17088,19567,20090,"47185","TN White County"
26429,24213,23409,22845,25220,24307,25267,34330,58108,81021,"47187","TN Williamson County"
27078,25394,26241,23929,25267,26318,27668,36999,56064,67675,"47189","TN Wilson County"
3048710,3896542,4663228,5824715,6414824,7711194,9579677,11196730,14229191,16986510,"48000","TX Texas"
28015,29650,34318,34643,37092,31875,28162,27789,38381,48024,"48001","TX Anderson County"
87,975,350,736,1277,5002,13450,10372,13323,14338,"48003","TX Andrews County"
13481,17705,22287,27803,32201,36032,39814,49349,64172,69884,"48005","TX Angelina County"
1716,2106,2064,2219,3469,4252,7006,8902,14260,17892,"48007","TX Aransas County"
2508,6525,5254,9684,7599,6816,6110,5759,7266,7973,"48009","TX Archer County"
1205,2682,2816,3329,2495,2215,1966,1895,1994,2021,"48011","TX Armstrong County"
7143,10004,12702,15654,19275,20048,18828,18696,25055,30533,"48013","TX Atascosa County"
20676,17699,18874,18860,17384,14663,13777,13831,17726,19832,"48015","TX Austin County"
4,312,517,5186,6318,7592,9090,8487,8168,7064,"48017","TX Bailey County"
5332,4921,4001,3784,4234,4410,3892,4747,7084,10562,"48019","TX Bandera County"
26845,25344,26649,23888,21610,19622,16925,17297,24726,38263,"48021","TX Bastrop County"
3052,8411,7027,7418,7755,6875,5893,5221,4919,4385,"48023","TX Baylor County"
7720,12090,12137,15721,16481,18174,23755,22737,26030,25135,"48025","TX Bee County"
45535,49186,46412,50030,44863,73824,94097,124483,157889,191088,"48027","TX Bell County"
69422,119676,202096,292533,338176,500460,687151,830460,988800,1185394,"48029","TX Bexar County"
4703,4311,4063,3842,4264,3780,3657,3567,4681,5972,"48031","TX Blanco County"
776,1386,965,1505,1396,1106,1076,888,859,799,"48033","TX Borden County"
17390,19013,18032,15750,15761,11836,10809,10966,13401,15125,"48035","TX Bosque County"
26676,34827,39472,48563,50208,61966,59971,67813,75301,81665,"48037","TX Bowie County"
14861,13299,20614,23054,27069,46549,76204,108312,169587,191707,"48039","TX Brazoria County"
18859,18919,21975,21835,26977,38390,44895,57978,93588,121862,"48041","TX Brazos County"
2356,5220,4822,6624,6478,7309,6434,7780,7573,8681,"48043","TX Brewster County"
1253,2162,2948,5590,4056,3528,3577,2794,2579,1971,"48045","TX Briscoe County"
.,.,4560,5901,6362,9195,8609,8005,8428,8204,"48047","TX Brooks County"
16019,22935,21682,26382,25924,28607,24728,25877,33057,34371,"48049","TX Brown County"
18367,18687,16855,19848,18334,13000,11177,9999,12313,13625,"48051","TX Burleson County"
10528,10755,9499,10355,10771,10356,9265,11420,17803,22677,"48053","TX Burnet County"
21765,24237,25160,31397,24893,19350,17222,21178,23637,26392,"48055","TX Caldwell County"
2395,3635,4700,5385,5911,9222,16592,17831,19574,19053,"48057","TX Calhoun County"
8768,12973,11844,12785,11568,9087,7929,8205,10992,11859,"48059","TX Callahan County"
16095,27158,36662,77540,83202,125170,151098,140368,209727,260120,"48061","TX Cameron County"
9146,9551,11103,10063,10285,8740,7849,8005,9275,9904,"48063","TX Camp County"
469,2127,3078,7745,6624,6852,7781,6358,6672,6576,"48065","TX Carson County"
22841,27587,30041,30030,33496,26732,23496,24133,29430,29982,"48067","TX Cass County"
400,1850,1948,4720,4631,5417,8923,10394,10556,9070,"48069","TX Castro County"
3046,4234,4162,5710,7511,7871,10379,12187,18538,20088,"48071","TX Chambers County"
25154,29038,37633,43180,43970,38694,33120,32008,38127,41049,"48073","TX Cherokee County"
2138,9538,10933,16044,12149,12123,8421,6605,6950,5953,"48075","TX Childress County"
9231,17043,16864,14545,12524,9896,8351,8079,9582,10024,"48077","TX Clay County"
25,65,67,1963,3735,5928,6417,5326,4825,4377,"48079","TX Cochran County"
3430,6412,4557,5253,4590,4045,3589,3087,3196,3424,"48081","TX Coke County"
10077,22618,18805,23669,20571,15503,12458,10288,10439,9710,"48083","TX Coleman County"
50087,49021,49609,46180,47190,41692,41247,66920,144576,264036,"48085","TX Collin County"
1233,5224,9154,14461,10331,9139,6276,4755,4648,3573,"48087","TX Collingsworth County"
22203,18897,19013,19129,17812,17576,18463,17638,18823,18383,"48089","TX Colorado County"
7008,8434,8824,11984,12321,16357,19844,24165,36446,51832,"48091","TX Comal County"
23009,27186,25748,18430,19245,15516,11865,11898,12617,13381,"48093","TX Comanche County"
1427,6654,5847,7645,6192,5078,3672,2937,2915,3044,"48095","TX Concho County"
27494,26603,25667,24136,24909,22146,22560,23471,27656,30777,"48097","TX Cooke County"
21308,21703,20601,19999,20226,16284,23961,35311,56767,64213,"48099","TX Coryell County"
1002,4396,6901,9395,7079,6099,4207,3204,2947,2247,"48101","TX Cottle County"
51,331,37,2221,2841,3965,4699,4172,4600,4652,"48103","TX Crane County"
1591,1296,1500,2590,2809,3981,4209,3885,4608,4078,"48105","TX Crockett County"
788,1765,6084,11023,10046,9582,10347,9085,8859,7304,"48107","TX Crosby County"
.,.,912,1228,1653,1825,2794,3429,3315,3407,"48109","TX Culberson County"
146,4001,4528,7830,6494,7640,6302,6012,6531,5461,"48111","TX Dallam County"
82726,135748,210551,325691,398564,614799,951527,1327321,1556390,1852810,"48113","TX Dallas County"
37,2320,4309,13573,15367,19113,19185,16604,16184,14349,"48115","TX Dawson County"
843,3942,3747,5979,6056,9111,13187,18999,21165,19153,"48117","TX Deaf Smith County"
15249,14566,15887,13138,12858,8964,5860,4927,4839,4857,"48119","TX Delta County"
28318,31258,35355,32822,33658,41365,47432,75633,143126,273525,"48121","TX Denton County"
21311,23501,27971,27441,24935,22973,20683,18660,18903,18840,"48123","TX DeWitt County"
1151,3092,5876,8601,7847,7177,4963,3737,3539,2571,"48125","TX Dickens County"
1106,3460,5296,8828,8542,10654,10095,9039,11367,10433,"48127","TX Dimmit County"
2756,5284,8035,10262,7487,6216,4449,3641,4075,3696,"48129","TX Donley County"
8483,8964,8251,12191,20565,15643,13398,11722,12517,12918,"48131","TX Duval County"
17971,23421,58505,34156,30345,23942,19526,18092,19480,18488,"48133","TX Eastland County"
381,1178,760,3958,15051,42102,90995,91805,115374,118934,"48135","TX Ector County"
3108,3768,2283,2764,2933,2908,2317,2107,2033,2266,"48137","TX Edwards County"
50059,53629,55700,53936,47733,45645,43395,46638,59743,85167,"48139","TX Ellis County"
24886,52599,101877,131597,131067,194968,314070,359291,479899,591610,"48141","TX El Paso County"
29966,32095,28385,20804,20760,18434,16236,18141,22560,27991,"48143","TX Erath County"
33342,35649,36217,38771,35984,26724,21263,17300,17946,17712,"48145","TX Falls County"
51793,44801,48186,41163,41064,31253,23880,22705,24285,24804,"48147","TX Fannin County"
36542,29796,29965,30708,29246,24176,20384,17650,18832,20095,"48149","TX Fayette County"
3708,12596,11009,13563,12932,11023,7865,6344,5891,4842,"48151","TX Fisher County"
2020,4638,9758,12409,10659,10535,12369,11044,9834,8497,"48153","TX Floyd County"
1568,5726,4747,6315,5237,4216,3125,2211,2158,1794,"48155","TX Foard County"
16538,18168,22931,29718,32963,31056,40527,52314,130846,225421,"48157","TX Fort Bend County"
8674,9331,9304,8494,8378,6257,5101,5291,6893,7802,"48159","TX Franklin County"
18910,20557,23264,22589,21138,15696,12525,11116,14830,15818,"48161","TX Freestone County"
4200,8895,9296,9411,9207,10357,10112,11159,13785,13472,"48163","TX Frio County"
55,1255,1018,2800,8136,8909,12267,11593,13150,14123,"48165","TX Gaines County"
44116,44479,53150,64401,81173,113066,140364,169812,195940,217399,"48167","TX Galveston County"
185,1995,4253,5586,5678,6281,6611,5289,5336,5143,"48169","TX Garza County"
8229,9447,10015,11020,10670,10520,10048,10553,13532,17204,"48171","TX Gillespie County"
286,1143,555,1263,1193,1089,1118,1155,1304,1447,"48173","TX Glasscock County"
8310,9909,9348,10093,8798,6219,5429,4869,5193,5980,"48175","TX Goliad County"
28882,28055,28438,28337,26075,21164,17845,16375,16883,17205,"48177","TX Gonzales County"
480,3405,4663,22090,23911,24728,31535,26949,26386,23967,"48179","TX Gray County"
63661,65996,74165,65843,69499,70467,73043,83225,89796,95021,"48181","TX Grayson County"
12343,14140,16767,15778,58027,61258,69436,75929,99487,104948,"48183","TX Gregg County"
26106,21205,23101,22642,21960,15135,12709,11855,13580,18828,"48185","TX Grimes County"
21385,24913,27719,28925,25596,25392,29017,33554,46708,64873,"48187","TX Guadalupe County"
1680,7566,10104,20189,18813,28211,36798,34137,37592,34671,"48189","TX Hale County"
1670,8279,11137,16966,12117,10930,7322,6015,5594,3905,"48191","TX Hall County"
13520,15315,14676,13523,13303,10660,8488,7198,8297,7733,"48193","TX Hamilton County"
167,935,1354,3548,2783,4202,6208,6351,6209,5848,"48195","TX Hansford County"
3634,11213,12487,14532,11073,10212,8275,6795,6368,5283,"48197","TX Hardeman County"
5049,12947,15983,13936,15875,19535,24629,29996,40721,41320,"48199","TX Hardin County"
63786,115693,186667,359328,528961,806701,1243158,1741912,2409547,2818199,"48201","TX Harris County"
31878,37243,43565,48937,50900,47745,45594,44841,52265,57483,"48203","TX Harrison County"
377,1298,1109,2185,1873,1913,2171,2782,3987,3634,"48205","TX Hartley County"
2637,16249,14193,16669,14905,13736,11174,8512,7725,6820,"48207","TX Haskell County"
14142,15518,15920,14915,15349,17840,19934,27642,40594,65614,"48209","TX Hays County"
815,3170,4280,4637,4170,4123,3185,3084,5304,3720,"48211","TX Hemphill County"
19970,20131,28327,30583,31822,23405,21786,26466,42606,58543,"48213","TX Henderson County"
6837,13728,38110,77004,106059,160446,180904,181535,283229,383545,"48215","TX Hidalgo County"
41355,46760,43332,43036,38355,31282,23650,22596,25024,27146,"48217","TX Hill County"
44,137,137,9298,12693,20407,22340,20396,23230,24199,"48219","TX Hockley County"
9146,10008,8759,6779,6674,5287,5443,6368,17714,28981,"48221","TX Hood County"
27950,31038,34791,29410,30274,23490,18594,20710,25247,28833,"48223","TX Hopkins County"
25452,29564,28601,30017,31137,22825,19376,17855,22299,21375,"48225","TX Houston County"
2528,8881,6962,22888,20990,26722,40139,37796,33142,32343,"48227","TX Howard County"
.,.,962,3728,3149,4298,3343,2392,2728,2915,"48229","TX Hudspeth County"
47295,48116,50350,49016,48793,42731,39399,47948,55248,64343,"48231","TX Hunt County"
303,892,721,14848,19069,31580,34419,24443,26304,25689,"48233","TX Hutchinson County"
848,1283,1610,2049,1963,1590,1183,1070,1386,1629,"48235","TX Irion County"
10224,11817,9863,9046,10206,7755,7418,6711,7408,6981,"48237","TX Jack County"
6094,6471,11244,10980,11720,12916,14040,12975,13352,13039,"48239","TX Jackson County"
7138,14000,15569,17064,17491,20049,22100,24692,30781,31102,"48241","TX Jasper County"
1150,1678,1445,1800,2375,2090,1582,1527,1647,1946,"48243","TX Jeff Davis County"
14239,38182,73120,133391,145329,195083,245659,244773,250938,239397,"48245","TX Jefferson County"
.,.,1914,4919,5449,5389,5022,4654,5168,5109,"48247","TX Jim Hogg County"
.,.,6587,13456,20239,27991,34548,33032,36498,37679,"48249","TX Jim Wells County"
33819,34460,37286,33317,30384,31390,34720,45769,67649,97165,"48251","TX Johnson County"
7053,24299,22323,24233,23378,22147,19299,16106,17268,16490,"48253","TX Jones County"
8681,14942,19049,23316,19248,17139,14995,13462,13593,12455,"48255","TX Karnes County"
33376,35323,41276,40905,38308,31170,29931,32392,39015,52220,"48257","TX Kaufman County"
4103,4517,4779,4970,5080,5423,5889,6964,10635,14589,"48259","TX Kendall County"
.,.,1033,701,700,632,884,678,543,460,"48261","TX Kenedy County"
899,2655,3335,3851,3413,2249,1727,1434,1145,1010,"48263","TX Kent County"
4980,5505,5842,10151,11650,14022,16800,19454,28780,36304,"48265","TX Kerr County"
2503,3261,3581,4119,5064,4619,3943,3904,4063,4122,"48267","TX Kimble County"
490,810,655,1193,1066,870,640,464,425,354,"48269","TX King County"
2447,3401,3746,3980,4533,2668,2452,2006,2279,3119,"48271","TX Kinney County"
.,.,7837,12451,13344,21991,30052,33166,33358,30274,"48273","TX Kleberg County"
2322,9625,9240,11368,10090,10082,7857,5972,5329,4837,"48275","TX Knox County"
48627,46544,55742,48529,50425,43033,34234,36062,42156,43949,"48277","TX Lamar County"
31,540,1175,17452,17606,20015,21896,17770,18669,15072,"48279","TX Lamb County"
8625,9532,8800,8677,9167,9929,9418,9323,12005,13521,"48281","TX Lampasas County"
2303,4747,4821,8228,8003,7485,5972,5014,5514,5254,"48283","TX La Salle County"
28121,26418,28964,27550,25485,22159,20174,17903,19004,18690,"48285","TX Lavaca County"
14595,13132,14014,13390,12751,10144,8949,8048,10952,12854,"48287","TX Lee County"
18072,16583,18286,19898,17733,12024,9951,8738,9594,12665,"48289","TX Leon County"
8102,10686,14637,19868,24541,26729,31595,33014,47088,52726,"48291","TX Liberty County"
32573,34621,33283,39497,33781,25251,20413,18100,20224,20946,"48293","TX Limestone County"
790,2634,3684,4512,3764,3658,3406,3486,3766,3143,"48295","TX Lipscomb County"
2268,3442,4171,8956,9799,9054,7846,6697,9606,9556,"48297","TX Live Oak County"
7301,6520,5360,5538,5996,5377,5240,6979,10144,11631,"48299","TX Llano County"
33,249,82,195,285,227,226,164,91,107,"48301","TX Loving County"
293,3624,11096,39104,51782,101048,156271,179295,211651,222636,"48303","TX Lubbock County"
17,1713,4751,12372,11931,11030,10914,9107,8605,6758,"48305","TX Lynn County"
3960,13405,11020,13883,13208,11701,8815,8571,8735,8778,"48307","TX McCulloch County"
59772,73250,82921,98682,101898,130194,150091,147553,170755,189123,"48309","TX McLennan County"
1024,1091,952,1351,1374,1187,1116,1095,789,817,"48311","TX McMullen County"
10432,10318,11956,12227,12029,7996,6749,7693,10649,10931,"48313","TX Madison County"
10754,10472,10886,10371,11457,10172,8049,8517,10360,9984,"48315","TX Marion County"
332,1549,1146,5785,5556,5541,5068,4774,4684,4956,"48317","TX Martin County"
5573,5683,4824,5511,5378,4945,3780,3356,3683,3423,"48319","TX Mason County"
6097,13594,16589,17678,20066,21559,25744,27913,37828,36928,"48321","TX Matagorda County"
4066,5151,7418,6120,10071,12292,14508,18093,31398,36378,"48323","TX Maverick County"
7783,13415,11679,13989,16106,17013,18904,20249,23164,27312,"48325","TX Medina County"
2011,2707,3162,4447,4521,4175,2964,2646,2346,2252,"48327","TX Menard County"
1741,3464,2449,8005,11721,25785,67717,65433,82636,106611,"48329","TX Midland County"
39666,36780,38104,37915,33120,23585,22263,20028,22732,22946,"48331","TX Milam County"
7851,9694,9019,8293,7951,5999,4467,4212,4477,4531,"48333","TX Mills County"
2855,8956,7527,14183,12477,14357,11255,9073,9088,8016,"48335","TX Mitchell County"
24800,25123,22200,19159,20442,17070,14893,15326,17410,17274,"48337","TX Montague County"
17067,15679,17334,14588,23055,24504,26839,49479,128487,182201,"48339","TX Montgomery County"
209,561,571,1555,4461,13349,14773,14060,16575,17865,"48341","TX Moore County"
8220,10439,10289,10028,9810,9433,12576,12310,14629,13200,"48343","TX Morris County"
1257,2396,4107,6812,4994,3963,2870,2178,1950,1532,"48345","TX Motley County"
24663,27406,28457,30290,35392,30326,28046,36362,46786,54753,"48347","TX Nacogdoches County"
43374,47070,50624,60507,51308,39916,34423,31150,35323,39926,"48349","TX Navarro County"
7282,10850,12196,12524,13700,10832,10372,11657,13254,13569,"48351","TX Newton County"
2611,11999,10868,19323,17309,19808,18963,16220,17359,16594,"48353","TX Nolan County"
10439,21955,22807,51779,92661,165471,221573,237544,268215,291145,"48355","TX Nueces County"
267,1602,2331,5224,4213,6024,9380,9704,9588,9128,"48357","TX Ochiltree County"
349,812,709,1404,1385,1672,1928,2258,2283,2278,"48359","TX Oldham County"
5905,9528,15379,15149,17382,40567,60357,71170,83838,80509,"48361","TX Orange County"
12291,19506,23431,17576,18456,17154,20516,28962,24062,25055,"48363","TX Palo Pinto County"
21404,20424,21755,24063,22513,19250,16870,15894,20724,22035,"48365","TX Panola County"
25823,26331,23382,18759,20482,21528,22880,33888,44609,64785,"48367","TX Parker County"
34,1555,1699,5869,5890,5787,9583,10509,11038,9863,"48369","TX Parmer County"
2360,2071,3857,7812,8185,9939,11957,13748,14618,14675,"48371","TX Pecos County"
14447,17459,16784,17555,20635,16194,13861,14457,24407,30687,"48373","TX Polk County"
1820,12424,16710,46080,54265,73366,115580,90511,98637,97874,"48375","TX Potter County"
3673,5218,12202,10154,10925,7354,5460,4842,5188,6637,"48377","TX Presidio County"
6127,6787,8099,7114,7334,4266,2993,3752,4839,6715,"48379","TX Rains County"
963,3312,3675,7071,7185,13774,33913,53885,75062,89673,"48381","TX Randall County"
.,392,377,3028,1997,3127,3782,3239,4135,4514,"48383","TX Reagan County"
.,.,1461,2197,2420,2479,2079,2013,2469,2412,"48385","TX Real County"
29893,28564,35829,30923,29769,21851,15682,14298,16101,14317,"48387","TX Red River County"
1847,4392,4457,6407,8006,11745,17644,16526,15801,15852,"48389","TX Reeves County"
1641,2814,4050,7691,10383,10113,10975,9494,9289,7976,"48391","TX Refugio County"
620,950,1469,1457,1289,1031,1075,967,1187,1025,"48393","TX Roberts County"
31480,27454,27933,27240,25710,19908,16157,14389,14653,15511,"48395","TX Robertson County"
8531,8072,8591,7658,7051,6156,5878,7046,14528,25604,"48397","TX Rockwall County"
5379,20858,17074,21821,18903,16771,15016,12108,11872,11294,"48399","TX Runnels County"
26099,26946,31689,32484,51023,42348,36421,34102,41382,43735,"48401","TX Rusk County"
6394,8582,12299,11998,10896,8568,7302,7187,8702,9586,"48403","TX Sabine County"
8434,11264,13737,12471,12471,8837,7722,7858,8785,7999,"48405","TX San Augustine County"
10277,9542,9867,9711,9056,7172,6153,6702,11434,16372,"48407","TX San Jacinto County"
2372,7307,11386,23836,28871,35842,45021,47288,58013,58749,"48409","TX San Patricio County"
7569,11245,10045,10273,11012,8666,6381,5540,6204,5401,"48411","TX San Saba County"
515,1893,1851,3166,3083,2852,2791,2277,2820,2990,"48413","TX Schleicher County"
4158,10924,9003,12188,11545,22779,20369,15760,18192,18634,"48415","TX Scurry County"
2461,4201,4960,6695,6211,5001,3990,3323,3915,3316,"48417","TX Shackelford County"
20452,26423,27464,28627,29235,23479,20479,19672,23084,22034,"48419","TX Shelby County"
104,1376,1473,2314,2026,2443,2605,3657,3174,2858,"48421","TX Sherman County"
37370,41746,46769,53123,69090,74701,86350,97096,128366,151309,"48423","TX Smith County"
3498,3931,3563,3016,3071,2542,2577,2793,4154,5360,"48425","TX Somervell County"
11469,13151,11089,11409,13312,13948,17137,17707,27266,40518,"48427","TX Starr County"
6466,7980,15403,16560,12356,10597,8885,8414,9926,9010,"48429","TX Stephens County"
1127,1493,1053,1431,1404,1282,1177,1056,1206,1438,"48431","TX Sterling County"
2183,5320,4086,5667,5589,3679,3017,2397,2406,2013,"48433","TX Stonewall County"
1727,1569,1598,2807,3977,3746,3738,3175,5130,4135,"48435","TX Sutton County"
1227,4012,4388,7343,6528,8249,10607,10373,9723,8133,"48437","TX Swisher County"
52376,108572,152800,197553,225521,361253,538495,716317,860880,1170103,"48439","TX Tarrant County"
10499,26293,24081,41023,44147,63370,101078,97853,110932,119655,"48441","TX Taylor County"
.,1430,1595,2660,2952,3189,2600,1940,1595,1410,"48443","TX Terrell County"
48,1474,2236,8883,11160,13107,16286,14118,14581,13218,"48445","TX Terry County"
1750,4563,3589,5253,4275,3618,2767,2205,2053,1880,"48447","TX Throckmorton County"
12292,16422,18128,16003,19228,17302,16785,16702,21442,24009,"48449","TX Titus County"
6804,17882,15210,36033,39302,58929,64630,71047,84784,98458,"48451","TX Tom Green County"
47386,55620,57616,77777,111053,160980,212136,295516,419573,576407,"48453","TX Travis County"
10976,12768,13623,13637,13705,10040,7539,7628,9450,11445,"48455","TX Trinity County"
11899,10250,10415,11448,11948,11292,10666,12417,16223,16646,"48457","TX Tyler County"
16266,19960,22472,22297,26178,20822,19793,20976,28595,31370,"48459","TX Upshur County"
48,501,253,5968,4297,5307,6239,4697,4619,4447,"48461","TX Upton County"
4647,11233,10769,12945,13246,16015,16814,17348,22441,23340,"48463","TX Uvalde County"
5263,8613,12706,14924,15453,16635,24461,27471,35910,38721,"48465","TX Val Verde County"
25481,25651,30784,32315,31155,22593,19091,22155,31426,37944,"48467","TX Van Zandt County"
13678,14990,18271,20048,23741,31241,46475,53766,68807,74361,"48469","TX Victoria County"
15813,16061,18556,18528,19868,20163,21475,27680,41789,50917,"48471","TX Walker County"
14246,12138,10292,10014,10280,11961,12071,14285,19798,23390,"48473","TX Waller County"
1451,2389,2615,4599,9575,13346,14917,13019,13976,13115,"48475","TX Ward County"
32931,25561,26624,25394,25387,20542,19145,18842,21998,26154,"48477","TX Washington County"
21851,22503,29152,42128,45916,56141,64791,72859,99258,133239,"48479","TX Webb County"
16942,21123,24288,29681,36158,36077,38152,36729,40242,39955,"48481","TX Wharton County"
636,5258,7397,15555,12411,10317,7947,6434,7137,5879,"48483","TX Wheeler County"
5806,16094,72911,74416,73604,98493,123528,121862,121082,122378,"48485","TX Wichita County"
5759,12000,15112,24579,20474,20552,17748,15355,15931,15121,"48487","TX Wilbarger County"
.,.,.,10499,13230,20920,20084,15570,17495,17705,"48489","TX Willacy County"
38072,42228,42934,44146,41698,38853,35044,37305,76521,139551,"48491","TX Williamson County"
13961,17066,17289,17606,17066,14672,13267,13041,16756,22650,"48493","TX Wilson County"
60,442,81,6784,6141,10064,13652,9640,9944,8626,"48495","TX Winkler County"
27116,26450,23363,19178,19074,16141,17012,19687,26575,34679,"48497","TX Wise County"
21048,23417,27707,24183,24360,21308,17653,18589,24697,29380,"48499","TX Wood County"
26,602,504,1263,5354,4339,8032,7344,8299,8786,"48501","TX Yoakum County"
6540,13657,13379,20128,19004,16810,17254,15400,19083,18126,"48503","TX Young County"
4760,3809,2929,2867,3916,4405,4393,4352,6628,9279,"48505","TX Zapata County"
792,1889,3108,10349,11603,11201,12696,11370,11666,12162,"48507","TX Zavala County"
276749,373351,449396,507847,550310,688862,890627,1059273,1461037,1722850,"49000","UT Utah"
3613,4717,5139,5136,5014,4856,4331,3800,4378,4765,"49001","UT Beaver County"
10009,13894,18788,17810,18832,19734,25061,28129,33222,36485,"49003","UT Box Elder County"
18139,23062,26992,27424,29797,33536,35788,42331,57176,70183,"49005","UT Cache County"
5004,8624,15489,17798,18459,24901,21135,15647,22179,20228,"49007","UT Carbon County"
.,.,400,411,564,364,1164,666,769,690,"49009","UT Daggett County"
7996,10191,11450,14021,15784,30867,64760,99028,146540,187941,"49011","UT Davis County"
.,.,9093,8263,8958,8134,7179,7299,12565,12645,"49013","UT Duchesne County"
4657,6750,7411,7042,7072,6304,5546,5137,11451,10332,"49015","UT Emery County"
3400,3660,4768,4642,5253,4151,3577,3157,3673,3980,"49017","UT Garfield County"
1149,1595,1808,1813,2070,1903,6345,6688,8241,6620,"49019","UT Grand County"
3546,3933,5787,7227,8331,9642,10795,12177,17349,20789,"49021","UT Iron County"
10082,10702,9871,8605,7392,5981,4597,4574,5530,5817,"49023","UT Juab County"
1811,1652,2054,2235,2561,2299,2667,2421,4024,5169,"49025","UT Kane County"
5678,6118,9659,9945,9613,9387,7866,6988,8970,11333,"49027","UT Millard County"
2045,2467,2542,2536,2611,2519,2837,3983,4917,5528,"49029","UT Morgan County"
1954,1734,2770,1956,2203,1911,1436,1164,1329,1277,"49031","UT Piute County"
1946,1883,1890,1873,2028,1673,1685,1615,2100,1725,"49033","UT Rich County"
77725,131426,159282,194102,211623,274895,383035,458607,619066,725956,"49035","UT Salt Lake County"
1023,2377,3379,3496,4712,5315,9040,9606,12253,12621,"49037","UT San Juan County"
16313,16704,17505,16022,16063,13891,11053,10976,14620,16259,"49039","UT Sanpete County"
8451,9775,11281,11199,12112,12072,10565,10103,14727,15431,"49041","UT Sevier County"
9439,8200,7862,9527,8714,6745,5673,5879,10198,15518,"49043","UT Summit County"
7361,7924,7965,9413,9133,14636,17868,21545,26033,26601,"49045","UT Tooele County"
6458,7050,8470,9035,9898,10300,11582,12684,20506,22211,"49047","UT Uintah County"
32456,37942,40792,49021,57382,81912,106991,137776,218106,263590,"49049","UT Utah County"
4736,8920,4625,5636,5754,5574,5308,5863,8523,10089,"49051","UT Wasatch County"
4612,5123,6764,7420,9269,9836,10271,13669,26065,48560,"49053","UT Washington County"
1907,1749,2097,2067,2394,2205,1728,1483,1911,2177,"49055","UT Wayne County"
25239,35179,43463,52172,56714,83319,110744,126278,144616,158330,"49057","UT Weber County"
343641,355956,352428,359611,359231,377747,389881,444330,511456,562758,"50000","VT Vermont"
21912,20010,18666,17952,17944,19442,20076,24266,29406,32953,"50001","VT Addison County"
21705,21378,21577,21655,22286,24115,25088,29282,33345,35845,"50003","VT Bennington County"
24381,26031,25762,27253,24320,24049,22786,22789,25808,27846,"50005","VT Caledonia County"
39600,42447,43708,47471,52098,62570,74425,99131,115534,131761,"50007","VT Chittenden County"
8056,7384,7364,7067,6490,6257,6083,5416,6313,6405,"50009","VT Essex County"
30198,29866,30026,29975,29601,29894,29474,31282,34788,39980,"50011","VT Franklin County"
4462,3761,3784,3944,3802,3406,2927,3574,4613,5318,"50013","VT Grand Isle County"
12289,12585,11858,10947,11028,11388,11027,13309,16767,19735,"50015","VT Lamoille County"
19313,18703,17279,16694,17048,17027,16014,17676,22739,26149,"50017","VT Orange County"
22024,23337,23913,23036,21718,21190,20143,20153,23440,24053,"50019","VT Orleans County"
44209,48139,46213,48453,45638,45905,46719,52637,58347,62142,"50021","VT Rutland County"
36607,41702,38921,41733,41546,42870,42860,47659,52393,54928,"50023","VT Washington County"
26660,26932,26373,26015,27850,28749,29776,33074,36933,41588,"50025","VT Windham County"
32225,33681,36984,37416,37862,40885,42483,44082,51030,54055,"50027","VT Windsor County"
1854184,2061612,2309187,2421851,2677773,3318680,3966949,4648494,5346818,6187358,"51000","VA Virginia"
32570,36650,34795,35854,33030,33832,30635,29004,31268,31703,"51001","VA Accomack County"
28473,29871,26005,26981,24652,26662,30969,37780,55783,68040,"51003","VA Albemarle County"
16330,14173,15332,20188,22688,23139,12128,12461,14333,13176,"51005","VA Alleghany County"
9037,8720,9800,8979,8495,7908,7815,7592,8405,8787,"51007","VA Amelia County"
17864,18932,19771,19020,20273,20332,22953,26072,29122,28578,"51009","VA Amherst County"
9662,8904,9255,8402,9020,8764,9148,9784,11971,12298,"51011","VA Appomattox County"
6430,10231,16040,26615,57040,135449,163401,174284,152599,170936,"51013","VA Arlington County"
32370,32445,34671,38163,42772,34154,37363,44220,53732,54677,"51015","VA Augusta County"
5595,6538,6389,8137,7191,6296,5335,5192,5860,4799,"51017","VA Bath County"
30356,29549,30669,29091,29687,29627,31028,26728,34927,45656,"51019","VA Bedford County"
5497,5154,5593,6031,6731,6436,5982,5423,6349,6514,"51021","VA Bland County"
17161,17727,16557,15457,16447,15766,16715,18193,23270,24992,"51023","VA Botetourt County"
18217,19244,21025,20486,19575,20136,17779,16172,15632,15987,"51025","VA Brunswick County"
9692,12334,15441,16740,31477,35748,36724,32071,37989,31333,"51027","VA Buchanan County"
15266,15204,14885,13315,13398,12288,10877,10597,11751,12873,"51029","VA Buckingham County"
23256,23043,26716,22885,26048,28877,32958,43319,45424,47572,"51031","VA Campbell County"
16709,16596,15954,15263,13945,12471,12725,13925,17904,19217,"51033","VA Caroline County"
19303,21116,21283,22141,25904,26695,23178,23092,27270,26594,"51035","VA Carroll County"
5040,5253,4793,4881,4275,4676,5492,6158,6692,6282,"51036","VA Charles City County"
15343,15785,17540,16061,15861,14057,13368,11551,12266,11688,"51037","VA Charlotte County"
18804,21299,20496,26049,31183,40400,71197,76855,141372,209274,"51041","VA Chesterfield County"
